9823/3-C77.8,98233,C778
9421/3-C75.3,94213,C753
9971/3-C14.8,99713,C148
8543/2-C50.8,85432,C508
9183/3-C40.0,91833,C400
9735/3-C42.2,97353,C422
8507/2-C50.8,85072,C508
9500/3-C47.8,95003,C478
9140/3-C34.1,91403,C341
8801/3-C57.9,88013,C579
8210/2-C16.1,82102,C161
8255/3-C18.3,82553,C183
8503/3-C25.1,85033,C251
8481/3-C50.9,84813,C509
8022/3-C08.0,80223,C080
8507/3-C50.2,85073,C502
9673/3-C32.0,96733,C320
8802/3-C49.6,88023,C496
8900/3-C80.9,89003,C809
9243/3-C40.2,92433,C402
8012/3-C34.8,80123,C348
9370/3-C30.0,93703,C300
8480/3-C80.9,84803,C809
8160/3-C25.8,81603,C258
8896/3-C49.0,88963,C490
9140/3-C80.9,91403,C809
9699/3-C41.2,96993,C412
9680/3-C49.6,96803,C496
8900/3-C49.1,89003,C491
8154/3-C25.2,81543,C252
8014/3-C34.9,80143,C349
8210/3-C15.5,82103,C155
9080/3-C76.0,90803,C760
8130/2-C67.8,81302,C678
8150/3-C25.8,81503,C258
9120/3-C80.9,91203,C809
8805/3-C49.9,88053,C499
9053/3-C48.2,90533,C482
8936/3-C76.3,89363,C763
9440/3-C75.3,94403,C753
8810/3-C49.9,88103,C499
8900/3-C11.1,89003,C111
9120/3-C49.3,91203,C493
9729/3-C77.0,97293,C770
9540/3-C48.0,95403,C480
9121/0-C71.8,91210,C718
8801/3-C49.5,88013,C495
9252/3-C49.2,92523,C492
8070/3-C80.9,80703,C809
8051/3-C15.9,80513,C159
9751/3-C71.0,97513,C710
8980/3-C44.3,89803,C443
9758/3-C34.0,97583,C340
9755/3-C71.1,97553,C711
8211/3-C16.3,82113,C163
8082/3-C16.2,80823,C162
9690/3-C44.1,96903,C441
8140/3-C25.8,81403,C258
8072/3-C68.0,80723,C680
9591/3-C69.2,95913,C692
8832/3-C49.3,88323,C493
9655/3-C77.8,96553,C778
9370/3-C49.9,93703,C499
8070/3-C09.8,80703,C098
8852/3-C49.5,88523,C495
8801/3-C49.6,88013,C496
9700/3-C44.7,97003,C447
9041/3-C47.2,90413,C472
8401/2-C50.9,84012,C509
8524/3-C50.8,85243,C508
8211/3-C50.8,82113,C508
8521/3-C25.8,85213,C258
9680/3-C41.0,96803,C410
9470/3-C71.8,94703,C718
8806/3-C48.0,88063,C480
9735/3-C48.2,97353,C482
9650/3-C77.0,96503,C770
9120/3-C34.3,91203,C343
8500/3-C50.8,85003,C508
8858/3-C49.9,88583,C499
8073/3-C15.5,80733,C155
8070/3-C34.8,80703,C348
9540/3-C74.0,95403,C740
9120/3-C49.0,91203,C490
9755/3-C49.2,97553,C492
8072/3-C13.1,80723,C131
8840/3-C49.2,88403,C492
8890/3-C49.9,88903,C499
9260/3-C49.1,92603,C491
9659/3-C77.8,96593,C778
8430/3-C05.8,84303,C058
8246/3-C16.0,82463,C160
9992/3-C42.1,99923,C421
8852/3-C49.0,88523,C490
8523/2-C50.8,85232,C508
8744/2-C44.7,87442,C447
8255/3-C18.4,82553,C184
9714/3-C44.9,97143,C449
8052/2-C67.2,80522,C672
8804/3-C49.6,88043,C496
9180/3-C73.9,91803,C739
9698/3-C77.4,96983,C774
9120/3-C40.2,91203,C402
9684/3-C03.1,96843,C031
8255/3-C16.8,82553,C168
8810/3-C41.0,88103,C410
9231/3-C49.2,92313,C492
8910/3-C02.1,89103,C021
8550/3-C34.0,85503,C340
8032/3-C16.5,80323,C165
8802/3-C34.3,88023,C343
8971/3-C25.9,89713,C259
9053/3-C63.1,90533,C631
8041/3-C18.7,80413,C187
8890/3-C49.1,88903,C491
8260/3-C16.9,82603,C169
9650/3-C77.8,96503,C778
8052/3-C67.9,80523,C679
8440/3-C06.9,84403,C069
8507/3-C50.1,85073,C501
8041/3-C34.8,80413,C348
8523/2-C50.2,85232,C502
9180/3-C41.0,91803,C410
8140/2-C18.1,81402,C181
9755/3-C50.9,97553,C509
8071/3-C67.5,80713,C675
8020/3-C25.2,80203,C252
8900/3-C49.0,89003,C490
9758/3-C49.2,97583,C492
8071/3-C80.9,80713,C809
8525/3-C02.2,85253,C022
9540/1-C71.6,95401,C716
8255/3-C25.7,82553,C257
9040/3-C38.0,90403,C380
8721/3-C05.0,87213,C050
8830/3-C49.4,88303,C494
8800/3-C49.3,88003,C493
9690/3-C49.0,96903,C490
9699/3-C18.8,96993,C188
9183/3-C40.2,91833,C402
8074/3-C60.1,80743,C601
9751/3-C34.1,97513,C341
8575/3-C50.8,85753,C508
8525/3-C06.9,85253,C069
8249/3-C20.9,82493,C209
8021/3-C25.1,80213,C251
9492/0-C72.0,94920,C720
8071/3-C26.9,80713,C269
9540/3-C47.1,95403,C471
9673/3-C18.2,96733,C182
8858/3-C49.2,88583,C492
9590/3-C71.8,95903,C718
9260/3-C41.3,92603,C413
9540/3-C49.9,95403,C499
8853/3-C49.2,88533,C492
8890/3-C25.2,88903,C252
8804/3-C49.2,88043,C492
9150/3-C47.6,91503,C476
8500/2-C50.8,85002,C508
8070/2-C32.9,80702,C329
9735/3-C77.9,97353,C779
9680/3-C40.2,96803,C402
9260/3-C40.0,92603,C400
9401/3-C72.3,94013,C723
8247/3-C44.7,82473,C447
8804/3-C49.9,88043,C499
8140/3-C57.9,81403,C579
8805/3-C49.1,88053,C491
9663/3-C77.0,96633,C770
8261/3-C21.8,82613,C218
8901/3-C49.2,89013,C492
9444/1-C71.5,94441,C715
9540/1-C72.8,95401,C728
8723/3-C44.6,87233,C446
9823/3-C77.3,98233,C773
9384/1-C71.9,93841,C719
9440/3-C71.8,94403,C718
9811/3-C77.8,98113,C778
9680/3-C49.0,96803,C490
9691/3-C50.8,96913,C508
8803/3-C53.9,88033,C539
8810/3-C48.0,88103,C480
9040/3-C49.5,90403,C495
8250/2-C34.3,82502,C343
9121/0-C72.3,91210,C723
8910/3-C49.9,89103,C499
9120/3-C49.9,91203,C499
8070/2-C15.3,80702,C153
8920/3-C49.3,89203,C493
8255/3-C34.8,82553,C348
8041/3-C24.9,80413,C249
9659/3-C77.3,96593,C773
8743/2-C44.5,87432,C445
8854/3-C48.0,88543,C480
9728/3-C42.1,97283,C421
9823/3-C77.0,98233,C770
9680/3-C13.9,96803,C139
9596/3-C37.9,95963,C379
8240/3-C37.9,82403,C379
8507/3-C50.5,85073,C505
9500/3-C47.0,95003,C470
9401/3-C71.5,94013,C715
8805/3-C49.2,88053,C492
8246/3-C17.8,82463,C178
8083/3-C21.8,80833,C218
9041/3-C49.2,90413,C492
8963/3-C69.6,89633,C696
9714/3-C71.1,97143,C711
8045/3-C68.0,80453,C680
8005/3-C54.2,80053,C542
8560/3-C15.4,85603,C154
9717/3-C26.9,97173,C269
8246/3-C23.9,82463,C239
8503/2-C25.0,85032,C250
9181/3-C40.2,91813,C402
9732/3-C42.4,97323,C424
8083/3-C02.4,80833,C024
9823/3-C77.4,98233,C774
9650/3-C38.3,96503,C383
9080/3-C10.9,90803,C109
8052/3-C06.1,80523,C061
9591/3-C77.0,95913,C770
8052/3-C32.8,80523,C328
8123/3-C34.1,81233,C341
9680/3-C77.0,96803,C770
8814/3-C49.1,88143,C491
8802/3-C49.3,88023,C493
8720/3-C17.1,87203,C171
8010/3-C68.0,80103,C680
9591/3-C77.3,95913,C773
8900/3-C55.9,89003,C559
8255/3-C22.0,82553,C220
8854/3-C50.9,88543,C509
8521/3-C50.5,85213,C505
8743/3-C44.6,87433,C446
9971/3-C16.2,99713,C162
8071/3-C32.8,80713,C328
9680/3-C40.3,96803,C403
9755/3-C80.9,97553,C809
9391/3-C71.8,93913,C718
8830/3-C49.2,88303,C492
9065/3-C80.9,90653,C809
8210/3-C16.9,82103,C169
8800/3-C49.5,88003,C495
8249/3-C34.8,82493,C348
8770/3-C44.2,87703,C442
9971/3-C18.7,99713,C187
8255/3-C23.9,82553,C239
8246/3-C32.9,82463,C329
9180/3-C40.1,91803,C401
9898/3-C42.1,98983,C421
9751/3-C49.0,97513,C490
8310/3-C75.0,83103,C750
9735/3-C49.2,97353,C492
8083/3-C60.2,80833,C602
8131/3-C68.9,81313,C689
9751/3-C44.9,97513,C449
9751/3-C69.6,97513,C696
8210/3-C18.8,82103,C188
9442/3-C71.5,94423,C715
8852/3-C49.4,88523,C494
8810/3-C49.2,88103,C492
8576/3-C26.9,85763,C269
9400/3-C71.8,94003,C718
9684/3-C16.2,96843,C162
8140/3-C67.8,81403,C678
9580/3-C49.1,95803,C491
8070/2-C21.8,80702,C218
8140/3-C15.8,81403,C158
8963/3-C34.2,89633,C342
8010/2-C21.8,80102,C218
8920/3-C49.2,89203,C492
8041/3-C80.9,80413,C809
8523/2-C50.9,85232,C509
9100/3-C75.3,91003,C753
9421/3-C71.1,94213,C711
9735/3-C17.1,97353,C171
8010/2-C15.8,80102,C158
9729/3-C77.8,97293,C778
8070/2-C69.8,80702,C698
9680/3-C49.3,96803,C493
9724/3-C42.1,97243,C421
9751/3-C41.9,97513,C419
9140/3-C49.2,91403,C492
9044/3-C49.4,90443,C494
8890/3-C48.1,88903,C481
8004/3-C54.2,80043,C542
8851/3-C49.2,88513,C492
9719/3-C17.1,97193,C171
8140/2-C15.3,81402,C153
9061/3-C80.9,90613,C809
9690/3-C17.1,96903,C171
8800/3-C54.2,88003,C542
8800/3-C25.2,88003,C252
9687/3-C18.1,96873,C181
8771/3-C68.0,87713,C680
8936/3-C16.8,89363,C168
8814/3-C49.2,88143,C492
8523/2-C50.4,85232,C504
8940/3-C44.4,89403,C444
8051/3-C60.8,80513,C608
8131/2-C67.2,81312,C672
8033/3-C76.2,80333,C762
8441/3-C80.9,84413,C809
9591/3-C49.0,95913,C490
8430/3-C80.9,84303,C809
9699/3-C22.0,96993,C220
8481/3-C80.9,84813,C809
8131/3-C65.9,81313,C659
8140/3-C80.9,81403,C809
9161/1-C75.3,91611,C753
8480/3-C51.9,84803,C519
9714/3-C76.0,97143,C760
8832/3-C49.6,88323,C496
9421/3-C71.2,94213,C712
9687/3-C08.0,96873,C080
8045/3-C34.0,80453,C340
8745/3-C44.7,87453,C447
9680/3-C80.9,96803,C809
9535/0-C72.0,95350,C720
8507/3-C50.4,85073,C504
9702/3-C77.8,97023,C778
9690/3-C66.9,96903,C669
8560/3-C51.9,85603,C519
8240/3-C80.9,82403,C809
8470/3-C25.8,84703,C258
9421/3-C71.8,94213,C718
9450/3-C71.8,94503,C718
8802/3-C34.1,88023,C341
8083/3-C76.0,80833,C760
8972/3-C34.3,89723,C343
8744/3-C44.7,87443,C447
8523/2-C50.3,85232,C503
8140/3-C57.8,81403,C578
8130/3-C68.8,81303,C688
9591/3-C25.0,95913,C250
8815/3-C38.3,88153,C383
9500/3-C30.0,95003,C300
8255/3-C26.9,82553,C269
9084/0-C71.4,90840,C714
9680/3-C49.5,96803,C495
9971/3-C17.1,99713,C171
9441/3-C71.9,94413,C719
8890/3-C80.9,88903,C809
8890/3-C34.3,88903,C343
8770/3-C44.6,87703,C446
8470/3-C80.9,84703,C809
8013/3-C80.9,80133,C809
8800/3-C49.4,88003,C494
8050/3-C80.9,80503,C809
9421/3-C71.9,94213,C719
8343/3-C50.8,83433,C508
8770/3-C44.7,87703,C447
8154/3-C25.1,81543,C251
8805/3-C49.5,88053,C495
8070/3-C25.2,80703,C252
8070/3-C02.8,80703,C028
9651/3-C11.9,96513,C119
8051/3-C32.2,80513,C322
8806/3-C49.9,88063,C499
9540/3-C47.2,95403,C472
8071/3-C15.8,80713,C158
8246/3-C38.4,82463,C384
8572/3-C34.1,85723,C341
8802/3-C80.9,88023,C809
8246/3-C16.2,82463,C162
8480/3-C18.8,84803,C188
9714/3-C77.3,97143,C773
8213/3-C20.9,82133,C209
9194/3-C40.2,91943,C402
9412/1-C71.8,94121,C718
9971/3-C22.0,99713,C220
8480/3-C22.1,84803,C221
9690/3-C17.9,96903,C179
8071/3-C24.0,80713,C240
8501/2-C50.8,85012,C508
8253/3-C34.8,82533,C348
8083/3-C09.0,80833,C090
8890/3-C49.3,88903,C493
8050/3-C34.2,80503,C342
8720/2-C44.7,87202,C447
9220/3-C41.4,92203,C414
9734/3-C49.5,97343,C495
9971/3-C42.2,99713,C422
9120/3-C67.9,91203,C679
8246/3-C25.8,82463,C258
8140/2-C17.9,81402,C179
9473/3-C71.8,94733,C718
9695/3-C65.9,96953,C659
8720/3-C80.9,87203,C809
8323/3-C34.2,83233,C342
8070/3-C76.1,80703,C761
8744/3-C44.6,87443,C446
9971/3-C34.1,99713,C341
8213/3-C18.2,82133,C182
9698/3-C77.0,96983,C770
8854/3-C49.2,88543,C492
9699/3-C64.9,96993,C649
9727/3-C44.6,97273,C446
9061/3-C49.5,90613,C495
8323/3-C34.8,83233,C348
9180/3-C40.2,91803,C402
8255/3-C16.1,82553,C161
8720/3-C60.9,87203,C609
9140/3-C44.6,91403,C446
8243/3-C18.0,82433,C180
9591/3-C77.8,95913,C778
8072/3-C10.3,80723,C103
8490/3-C26.9,84903,C269
8800/3-C49.1,88003,C491
8255/3-C18.6,82553,C186
9705/3-C77.8,97053,C778
8576/3-C20.9,85763,C209
8802/3-C54.1,88023,C541
8052/3-C30.0,80523,C300
8290/3-C50.8,82903,C508
8255/3-C16.9,82553,C169
9381/3-C71.8,93813,C718
9827/3-C72.9,98273,C729
9596/3-C69.9,95963,C699
8745/3-C44.6,87453,C446
8850/0-C72.0,88500,C720
8525/3-C08.0,85253,C080
8380/3-C67.9,83803,C679
9695/3-C22.0,96953,C220
9717/3-C17.8,97173,C178
8261/3-C17.1,82613,C171
9421/3-C71.5,94213,C715
8255/3-C50.8,82553,C508
8071/3-C69.0,80713,C690
8815/3-C34.3,88153,C343
9533/1-C70.1,95331,C701
9500/3-C49.4,95003,C494
8574/3-C67.9,85743,C679
8850/3-C50.4,88503,C504
8070/3-C32.8,80703,C328
8852/3-C49.3,88523,C493
8507/3-C50.3,85073,C503
9260/3-C49.2,92603,C492
8310/3-C18.7,83103,C187
8010/3-C25.8,80103,C258
9522/3-C75.1,95223,C751
9183/3-C40.1,91833,C401
9731/3-C41.0,97313,C410
8810/3-C34.2,88103,C342
9260/3-C41.0,92603,C410
8830/3-C49.3,88303,C493
8800/3-C49.2,88003,C492
9680/3-C18.1,96803,C181
9751/3-C22.0,97513,C220
9671/3-C34.9,96713,C349
9120/3-C49.1,91203,C491
8832/3-C49.1,88323,C491
9442/3-C71.8,94423,C718
8041/3-C09.0,80413,C090
9823/3-C18.3,98233,C183
9193/3-C40.2,91933,C402
8441/2-C54.1,84412,C541
8249/3-C26.9,82493,C269
8071/2-C60.9,80712,C609
8720/3-C44.7,87203,C447
8771/3-C44.9,87713,C449
8680/3-C74.9,86803,C749
8250/3-C34.8,82503,C348
9971/3-C71.1,99713,C711
9591/3-C22.0,95913,C220
9695/3-C17.0,96953,C170
8033/3-C23.9,80333,C239
9735/3-C49.1,97353,C491
8507/3-C50.8,85073,C508
8720/3-C03.9,87203,C039
8510/3-C18.0,85103,C180
8772/3-C44.7,87723,C447
8830/3-C49.1,88303,C491
9490/3-C49.5,94903,C495
8070/3-C68.9,80703,C689
8140/3-C16.8,81403,C168
9193/3-C40.0,91933,C400
8070/3-C05.8,80703,C058
8244/3-C18.7,82443,C187
8050/3-C50.8,80503,C508
8802/3-C70.0,88023,C700
8094/3-C00.6,80943,C006
9827/3-C77.8,98273,C778
8010/3-C69.5,80103,C695
9043/3-C49.2,90433,C492
8980/3-C48.2,89803,C482
8800/3-C31.1,88003,C311
8140/3-C54.8,81403,C548
9590/3-C26.0,95903,C260
8140/3-C24.8,81403,C248
8973/3-C34.1,89733,C341
8051/3-C67.9,80513,C679
8082/3-C67.2,80823,C672
8500/3-C25.8,85003,C258
9411/3-C71.8,94113,C718
9140/3-C44.8,91403,C448
9441/3-C71.8,94413,C718
8920/3-C49.5,89203,C495
9052/3-C76.2,90523,C762
9823/3-C48.2,98233,C482
8310/3-C05.0,83103,C050
8541/3-C50.8,85413,C508
9596/3-C77.8,95963,C778
8811/3-C49.3,88113,C493
9451/3-C71.7,94513,C717
9506/1-C71.1,95061,C711
8070/3-C11.8,80703,C118
8260/3-C67.9,82603,C679
8070/3-C31.8,80703,C318
9673/3-C77.0,96733,C770
9490/3-C71.5,94903,C715
8806/3-C49.4,88063,C494
9150/1-C70.9,91501,C709
8249/3-C25.1,82493,C251
8890/3-C49.4,88903,C494
9150/3-C71.8,91503,C718
8021/3-C67.2,80213,C672
8525/3-C31.0,85253,C310
9020/3-C50.8,90203,C508
9120/3-C48.1,91203,C481
8890/3-C49.2,88903,C492
9702/3-C62.9,97023,C629
8830/3-C49.0,88303,C490
8522/3-C25.0,85223,C250
8910/3-C49.0,89103,C490
8721/3-C21.2,87213,C212
8772/3-C69.0,87723,C690
8800/3-C49.9,88003,C499
9755/3-C49.6,97553,C496
9659/3-C77.0,96593,C770
8890/3-C49.8,88903,C498
9663/3-C38.1,96633,C381
8013/3-C23.9,80133,C239
8720/2-C69.0,87202,C690
9590/3-C77.4,95903,C774
9140/3-C49.9,91403,C499
9382/3-C71.7,93823,C717
9695/3-C77.8,96953,C778
8050/3-C50.3,80503,C503
8131/2-C67.1,81312,C671
8072/3-C06.8,80723,C068
8074/3-C68.0,80743,C680
8890/3-C49.5,88903,C495
8123/3-C34.3,81233,C343
8910/3-C49.4,89103,C494
8246/3-C54.1,82463,C541
8550/3-C25.1,85503,C251
8574/3-C54.1,85743,C541
9673/3-C77.8,96733,C778
9699/3-C77.0,96993,C770
8574/3-C80.9,85743,C809
9370/3-C41.0,93703,C410
8083/3-C80.9,80833,C809
9680/3-C50.8,96803,C508
8250/2-C34.1,82502,C341
8858/3-C38.3,88583,C383
8801/3-C52.9,88013,C529
9260/3-C40.3,92603,C403
9161/1-C72.9,91611,C729
8804/3-C51.9,88043,C519
8240/3-C25.8,82403,C258
8480/3-C15.8,84803,C158
8507/3-C25.0,85073,C250
8940/3-C30.0,89403,C300
8071/3-C25.2,80713,C252
8851/3-C49.3,88513,C493
9352/1-C75.1,93521,C751
9384/1-C71.5,93841,C715
8041/3-C24.1,80413,C241
8120/3-C68.8,81203,C688
8830/3-C40.2,88303,C402
8070/3-C04.8,80703,C048
8010/3-C57.9,80103,C579
9500/3-C49.5,95003,C495
9687/3-C17.9,96873,C179
9401/3-C71.8,94013,C718
8140/3-C34.8,81403,C348
9550/0-C72.0,95500,C720
9971/3-C17.9,99713,C179
8020/3-C18.2,80203,C182
8246/3-C15.8,82463,C158
8473/2-C25.3,84732,C253
8130/3-C67.8,81303,C678
9652/3-C77.8,96523,C778
9540/3-C47.5,95403,C475
9971/3-C17.0,99713,C170
8890/3-C44.7,88903,C447
8032/3-C06.8,80323,C068
8815/3-C49.4,88153,C494
9505/3-C75.3,95053,C753
9827/3-C77.9,98273,C779
8070/3-C49.0,80703,C490
9052/3-C48.0,90523,C480
8973/3-C49.3,89733,C493
8033/3-C32.9,80333,C329
